eps_c_MeVfm3,B_MeVfm3,Delta_MeV,epsilon_surface_MeVfm3,alpha,R_aniso_km,M_msun,R_km,compactness_2M_R,max_sigma_over_pr,NEC_pass,SEC_pass,DEC_pass,n_steps,status
850.0,80,50,272.5273642590275,0.3,8.0,1.9172782481867692,10.575,0.5354490171867782,0.19080400527496275,True,True,True,423,ok
900.0,80,50,272.5273642590275,0.3,8.0,1.9291155219393967,10.525,0.5413142844180637,0.19014486430816654,True,True,True,421,ok
950.0,80,50,272.5273642590275,0.3,8.0,1.9378779620018927,10.475,0.5463686207942425,0.18948089839941573,True,True,True,419,ok
1000.0,80,50,272.5273642590275,0.3,8.0,1.94401697751226,10.425,0.5507282397212065,0.1888120772090094,True,True,True,417,ok
1050.0,80,50,272.5273642590275,0.3,8.0,1.9479081114424217,10.375,0.5544899988597997,0.18813837050523438,True,True,True,415,ok
1100.0,80,50,272.5273642590275,0.3,8.0,1.9498654888084672,10.325,0.5577350641967196,0.18745974817653285,True,True,True,413,ok
1150.0,80,50,272.5273642590275,0.3,8.0,1.9501532121999368,10.275,0.560531803664652,0.18677618024406514,True,True,True,411,ok
1200.0,80,50,272.5273642590275,0.3,8.0,1.9489944074631516,10.225,0.5629380869426921,0.18608763687467786,True,True,True,409,ok
1250.0,80,50,272.5273642590275,0.3,8.0,1.9465784485344229,10.175,0.5650031245542364,0.18539408839428612,True,True,True,407,ok
1300.0,80,50,272.5273642590275,0.3,8.0,1.9430667622470206,10.125,0.5667689472522771,0.18469550530167964,True,True,True,405,ok
1350.0,80,50,272.5273642590275,0.3,8.0,1.9385975188085298,10.075,0.5682716028063888,0.18399185828276227,True,True,True,403,ok
1400.0,80,50,272.5273642590275,0.3,8.0,1.9332894425816625,10.025,0.5695421294474361,0.18328311822523474,True,True,True,401,ok
1450.0,80,50,272.5273642590275,0.3,8.0,1.9336401051937235,10.0,0.5710695473412566,0.18292682926829268,True,True,True,400,ok
1500.0,80,50,272.5273642590275,0.3,8.0,1.9281623853851355,9.95,0.5723133575656216,0.18221039554608057,True,True,True,398,ok
1550.0,80,50,272.5273642590275,0.3,8.0,1.9208369723181988,9.9,0.5730185330179236,0.1814887969878403,True,True,True,396,ok
1600.0,80,50,272.5273642590275,0.3,8.0,1.9204970040819391,9.875,0.574367537751559,0.18112605204604817,True,True,True,395,ok
1650.0,80,50,272.5273642590275,0.3,8.0,1.9121685997765179,9.825,0.5747870565772691,0.18039665328656135,True,True,True,393,ok
1700.0,80,50,272.5273642590275,0.3,8.0,1.910822590982872,9.8,0.5758477153155904,0.18002999250187454,True,True,True,392,ok
1750.0,80,50,272.5273642590275,0.3,8.0,1.9017048896116715,9.75,0.5760389685701841,0.1792927308447937,True,True,True,390,ok
1800.0,80,50,272.5273642590275,0.3,8.0,1.8995485212603054,9.725,0.57686493120668,0.17892212311948955,True,True,True,389,ok
1850.0,80,50,272.5273642590275,0.3,8.0,1.8898075163518844,9.675,0.5768726576297692,0.1781769368954947,True,True,True,387,ok
1900.0,80,50,272.5273642590275,0.3,8.0,1.8869946419352617,9.65,0.577506278733326,0.17780235166828431,True,True,True,386,ok
1950.0,80,50,272.5273642590275,0.3,8.0,1.8838768017351009,9.625,0.5780496155352177,0.17742643391521196,True,True,True,385,ok
2000.0,80,50,272.5273642590275,0.3,8.0,1.8793045007802156,9.6,0.5781483326093486,0.17704918032786884,True,True,True,384,ok
2050.0,80,50,272.5273642590275,0.3,8.0,1.8698138602776986,9.55,0.5782403047845679,0.1762906525345919,True,True,True,382,ok
2100.0,80,50,272.5273642590275,0.3,8.0,1.8659857870884184,9.525,0.578571056313416,0.17590937183158897,True,True,True,381,ok
2150.0,80,50,272.5273642590275,0.3,8.0,1.8619498464375182,9.5,0.5788389272544525,0.17552674230145865,True,True,True,380,ok
2200.0,80,50,272.5273642590275,0.3,8.0,1.8577249168262941,9.475,0.5790493042649089,0.17514276075938562,True,True,True,379,ok
