r_km,m_msun,epsilon_MeVfm3,p_MeVfm3,phi_raw,f_metric,compactness_2m_r,Phi,gtt_minus
9.075,1.5079522114071964,329.9732225467545,19.148619429242352,0.36597146966372307,0.5092567876337507,0.4907432123662493,-0.4438694863707068,-0.41158530708104263
9.1,1.5156091470928525,328.439260509279,18.63729875008384,0.3674403674643025,0.5081199800076799,0.49188001999232017,-0.4424005885701274,-0.41279623844918395
9.125,1.5232725088694636,326.915031292252,18.129222344408188,0.36890854428098857,0.5069873216368213,0.4930126783631787,-0.4409324117534413,-0.4140101355271419
9.15,1.530942247998798,325.40048955352324,17.624375098165256,0.3703759802763675,0.5058587942420931,0.49414120575790693,-0.43946497575806237,-0.4152269870560819
9.175,1.538618316807274,323.89558979954063,17.122741846837727,0.3718426557518971,0.50473437940094,0.49526562059906,-0.4379983002825327,-0.41644678170171195
9.2,1.5463006686794951,322.40028639358405,16.62430737818552,0.3733085511479261,0.5036140585513587,0.4963859414486414,-0.43653240488650374,-0.4176695080548007
9.225,1.5539892580517287,320.9145335638739,16.129056434948808,0.374773647043698,0.5024978129958744,0.49750218700412563,-0.43506730899073187,-0.418895154631698
9.25,1.561684040405324,319.43828541155665,15.636973717509715,0.37623792415734175,0.501385623905474,0.49861437609452597,-0.4336030318770881,-0.420123709874859
9.275,1.569384972260078,317.97149591856646,15.148043886512998,0.37770136334584786,0.5002774723234906,0.4997225276765093,-0.432139592688582,-0.42135516215337016
9.3,1.5770920111675475,316.514118955365,14.66225156544585,0.3791639456050305,0.4991733391694436,0.5008266608305564,-0.4306770104293994,-0.42258949976347854
9.325,1.5848051157043104,315.06610828855867,14.179581343177055,0.38062565206947585,0.4980732052428315,0.5019267947571685,-0.429215303964954,-0.4238267109291235
9.35,1.592524245465184,313.62741758839474,13.700017776455747,0.3820864640124771,0.4969770512268804,0.5030229487731196,-0.42775449202195276,-0.4250667838024702
9.375,1.6002493610563915,312.1980004361373,13.223545392369942,0.3835463628459554,0.49588485769224533,0.5041151423077547,-0.42629459318847446,-0.4263097064644462
9.4,1.6079804240886937,310.7778103313229,12.750148690765137,0.38500533012036775,0.49479660510066603,0.505203394899334,-0.4248356259140621,-0.42755546692527985
9.425,1.615717397170474,309.3668006988971,12.279812146623206,0.3864633475246014,0.4937122738085781,0.5062877261914219,-0.4233776085098285,-0.42880405312504016
9.45,1.6234602439007881,307.96492489623284,11.812520212401791,0.38792039688585533,0.4926318440706775,0.5073681559293225,-0.4219205591485745,-0.43005545293417985
9.475,1.631208928862381,306.57213622003104,11.348257320334524,0.3893764601695088,0.49155529604344084,0.5084447039565592,-0.4204644958649211,-0.4313096541540789
9.5,1.638963417614664,305.1883879131043,10.887007884692274,0.3908315194789766,0.4904826097885988,0.5095173902114012,-0.41900943655545325,-0.43256664451759086
9.525,1.6467236766866675,303.81363317104467,10.428756304005733,0.39228555705555235,0.4894137652765669,0.5105862347234331,-0.4175553989788775,-0.43382641168959
9.55,1.6544896735699588,302.4478251487762,9.973486963249576,0.3937385552782386,0.48834874238982884,0.5116512576101712,-0.41610240075619126,-0.4350889432675204
9.575,1.6622613767115377,301.090916966993,9.521184235988505,0.3951904966635649,0.4872875209262776,0.5127124790737224,-0.4146504593708649,-0.43635422678194635
9.6,1.6700387555067036,299.74286171848377,9.071832486485436,0.39664136386539356,0.4862300806025097,0.5137699193974903,-0.4131995921690363,-0.43762224969710367
9.625,1.6778217802919018,298.40361247434384,8.625416071772129,0.39809113967471316,0.4851764010570768,0.5148235989429232,-0.4117498163597167,-0.43889299941145277
9.65,1.6856104223375488,297.07312229007516,8.181919343682566,0.3995398070194203,0.4841264618536927,0.5158735381463073,-0.4103011490150095,-0.4401664632582321
9.675,1.6934046538408367,295.7513442115755,7.741326650849327,0.40098734896408955,0.4830802424843955,0.5169197575156045,-0.4088536070703403,-0.44144262850601335
9.7,1.7012044479185255,294.4382312810175,7.303622340663343,0.4024337487097316,0.48203772237266773,0.5179622776273323,-0.40740720732469826,-0.4427214823592566
9.725,1.7090097785997134,293.1337365426192,6.868790761197239,0.40387898959354,0.4809988808765111,0.5190011191234889,-0.40596196644088983,-0.44400301195886693
9.75,1.7168206208185988,291.83781304830546,6.436816263092668,0.4053230550886267,0.4799636972914795,0.5200363027085205,-0.40451790094580314,-0.44528720438275127
9.775,1.724636950407231,290.5504138632631,6.007683201411869,0.4067659288037462,0.4789321508536679,0.5210678491463321,-0.40307502723068367,-0.44657404664637584
9.8,1.7324587440882473,289.27149207138893,5.5813759374538225,0.4082075944830086,0.4779042207426587,0.5220957792573413,-0.40163336155142126,-0.4478635257033243
9.825,1.7402859794676073,288.0010007806334,5.157878840535296,0.4096480360055822,0.4768798860844259,0.5231201139155741,-0.40019292002884765,-0.44915562844585555
9.85,1.7481186350273166,286.7388931282387,4.737176289737101,0.4110872373853849,0.475859125954196,0.524140874045804,-0.39875371864904496,-0.4504503417054627
9.875,1.7559566901181478,285.4851222858752,4.319252675615902,0.41252518277076516,0.4748419193792677,0.5251580806207323,-0.3973157732636647,-0.4517476522534314
9.9,1.7638001249523607,284.2396414646732,3.9040924018818943,0.4139618564441729,0.47382824534178913,0.5261717546582109,-0.39587909959025697,-0.4530475468013983
9.925,1.771648920596416,283.00240392015553,3.491679887042675,0.4153972428218194,0.47281808278149406,0.5271819172185059,-0.39444371321261046,-0.4543500120019099
9.95,1.779503058963695,281.77336295706846,3.081999566013663,0.416831326453328,0.47181141059839604,0.528188589401604,-0.39300962958110186,-0.45565503444898087
9.975,1.7873625228072174,280.5524719341136,2.675035891695376,0.41826409202137405,0.4708082076554422,0.5291917923445578,-0.3915768640130558,-0.456962600678652
10.0,1.7952272957123634,279.3396842685812,2.270773336517918,0.41969552434131563,0.4698084527811256,0.5301915472188744,-0.3901454316931142,-0.45827269716954816
10.025,1.8030973620896011,278.13495344088653,1.8691963939530123,0.4211256083608143,0.4688121247720578,0.5311878752279422,-0.38871534767361554,-0.45958531034343547
10.05,1.8109727071672193,276.93823299900924,1.4702895799939177,0.4225543291594466,0.4678192023955008,0.5321807976044992,-0.3872866268749833,-0.4609004265657782
10.075,1.818853316984069,275.7494765628382,1.0740374346035713,0.4239816719483057,0.4668296643918588,0.5331703356081412,-0.38585928408612413,-0.46221803214629453
10.1,1.8267391783823126,274.5686378284214,0.6804245231313014,0.42540762206959504,0.46584348947713106,0.5341565105228689,-0.3844333339648348,-0.46353811333951256
10.125,1.8346302790001843,273.39567057212287,0.2894354376984533,0.4268321649962114,0.4648606563453246,0.5351393436546754,-0.38300879103821844,-0.4648606563453245
