r_km,m_msun,epsilon_MeVfm3,p_r_MeVfm3,p_t_MeVfm3,sigma_MeVfm3,anisotropy_ratio_sigma_pr,f_metric,compactness_2m_r,NEC_r,NEC_t,SEC,DEC_r,DEC_t,phi_raw,Phi,gtt_minus
2.075,0.038270571427834264,1102.5883279919494,276.686987910974,280.17516450645695,3.4881765954829853,0.012606941229217945,0.9455296454110717,0.05447035458892837,1.8259306117720863e-09,1.8305483761527892e-09,2.5677410445872647e-09,1.0933557077183136e-09,1.0887379433376107e-09,0.02513849271504126,-0.8324091290804185,-0.18922504496479822
2.1,0.03962242311703018,1100.3489550364498,275.94053025914076,279.49819065511446,3.5576603959737203,0.012892851922233594,0.9442769225693132,0.055723077430686815,1.8219778697454324e-09,1.8266876190959782e-09,2.56199590148697e-09,1.0913793367049868e-09,1.086669587354441e-09,0.02574151842100122,-0.8318061033744586,-0.1894533977723822
2.125,0.04100402006408377,1098.0884723692361,275.1870360367362,278.81435888346897,3.627322846732805,0.013181299885974915,0.9430123353984381,0.0569876646015619,1.8179878667326369e-09,1.8227898375562022e-09,2.5561953399138155e-09,1.089384335198589e-09,1.0845823643750238e-09,0.026351449775986902,-0.8311961720194729,-0.1896846459244248
2.15,0.04241558834633962,1095.8070704018637,274.42656871427874,278.12371415165495,3.697145437376235,0.013472257641444132,0.9417359872201015,0.05826401277989848,1.8139609388312456e-09,1.8188553431263442e-09,2.5503398150047954e-09,1.0873708712478932e-09,1.0824764669527946e-09,0.02696827514982959,-0.8305793466456303,-0.18991879492904537
2.175,0.043857350007853124,1093.5049410114061,273.6591922507929,277.4263019383344,3.7671096875414922,0.013765697605688876,0.9404479820821684,0.05955201791783161,1.809897424725608e-09,1.8148844500258341e-09,2.5444297858565938e-09,1.0853391141950743e-09,1.0803520888948481e-09,0.027591982756848824,-0.829955639038611,-0.19015585034579935
2.2,0.045329523040376254,1091.1822775137202,272.8849710848976,276.7221682378636,3.8371971529660214,0.014061592097617665,0.9391484247429768,0.060851575257023234,1.805797665639687e-09,1.8108774750615055e-09,2.538465715470897e-09,1.083289234652114e-09,1.0782094252302955e-09,0.028222560655385327,-0.8293250611400745,-0.19039581778516798
2.225,0.04683232136520419,1088.839274636486,272.1039701258195,276.0113595573268,3.9073894315073576,0.014359913343787677,0.9378374206555193,0.06216257934448072,1.8016620052894668e-09,1.8068347375879735e-09,2.532448070698943e-09,1.081221404477004e-09,1.0760486721784973e-09,0.02885999674733752,-0.8286876250481223,-0.1906387029080408
2.25,0.04836595481588516,1086.4761284920223,271.3162547443316,275.293922913434,3.9776681691024187,0.014660633484162898,0.9365150759515463,0.0634849240484537,1.7974907898349778e-09,1.8027565594675483e-09,2.5263773221853373e-09,1.0791357967497594e-09,1.073870027117189e-09,0.02950427877770196,-0.8280433430177578,-0.19088451142519094
2.275,0.049930629121795446,1084.0930365498862,270.5218907636196,274.5699058292832,4.048015065663545,0.014963724577840821,0.9351814974255939,0.06481850257440608,1.7932843678319229e-09,1.798643265029667e-09,2.520253944311102e-09,1.0770325857482318e-09,1.0716736885504878e-09,0.030155394334117888,-0.827392227461342,-0.191133249096743
2.3,0.0515265458925815,1081.6901976092552,269.7209444500759,273.83935633098486,4.118411880908938,0.015269158608745852,0.9338367925189404,0.0661632074810597,1.7890430901829336e-09,1.7944951810298686e-09,2.514078415136e-09,1.0749119469237374e-09,1.0694598560768024e-09,0.03081333084641625,-0.8267342909490436,-0.19138492173163388
2.325,0.053153902603470686,1079.2678117711018,268.9134825040248,273.10232294414993,4.188840440125189,0.015576907491287631,0.9324810693034937,0.0675189306965063,1.7847673100884552e-09,1.790312636608307e-09,2.5078512163401156e-09,1.072774056876498e-09,1.0672287303566463e-09,0.03147807558617341,-0.8260695462092864,-0.1916395351870656
2.35,0.054812892581451896,1076.8260804101646,268.09957205037904,272.35885469023873,4.259282639859667,0.015886943075982596,0.9311144364656156,0.0688855635343844,1.7804573829972705e-09,1.7860959632478118e-09,2.501572833164718e-09,1.0706190933309058e-09,1.0649805130803645e-09,0.03214961566626987,-0.82539800612919,-0.19189709536795146
2.375,0.05650370499232736,1074.3652061467194,267.27928062923064,271.6090010827712,4.3297204535406,0.016199237155037023,0.9297370032898824,0.0702629967101176,1.7761136665566746e-09,1.7818454947315014e-09,2.495243754352395e-09,1.0684472351106079e-09,1.062715406935781e-09,0.032827938040454245,-0.8247196837550056,-0.19215760822635441
2.4,0.05822652482863618,1071.8853928181547,266.45267618637575,270.85281212339845,4.4001359370227195,0.016513761467889913,0.9283488796427891,0.0716511203572109,1.7717365205623014e-09,1.7775615670999527e-09,2.4888644720864844e-09,1.066258662113421e-09,1.0604336155757697e-09,0.0335130295029128,-0.824034592292547,-0.19242107976091785
2.425,0.05998153289845046,1069.3868454503606,265.6198270637777,270.09033829783414,4.470511234056443,0.01683048770671413,0.9269501759563984,0.07304982404360157,1.7673263069076223e-09,1.773244518607939e-09,2.4824354819297963e-09,1.0640535552860817e-09,1.058135343585765e-09,0.03420487668784482,-0.8233427451076151,-0.19268751601628928
2.45,0.061768905815044156,1066.86977022893,264.78080198996753,269.3216305716462,4.540828581678599,0.01714938752187422,0.9255410032119389,0.07445899678806112,1.7628833895331128e-09,1.7688946896807334e-09,2.47595728276264e-09,1.061832096598827e-09,1.0558207964512064e-09,0.034903466069044056,-0.8226441557264158,-0.19295692308253629
2.475,0.06358881598743497,1064.3343744701863,263.93567007038627,268.54674038590906,4.611070315522778,0.01747043252733933,0.9241214729233553,0.07587852707664472,1.7584081343751126e-09,1.7645124228699986e-09,2.469430376720171e-09,1.0595944690198265e-09,1.0534901805249404e-09,0.035608783959486634,-0.8219388378359732,-0.19322930709455485
2.5,0.06544143161179894,1061.7808665920313,263.0845007776679,267.76571965271546,4.681218875047473,0.017793594306049824,0.9226916971208151,0.07730830287918487,1.753900909314372e-09,1.7600980628092555e-09,2.4628552691290546e-09,1.0573408564894563e-09,1.0511437029945728e-09,0.036320816510925544,-0.8212268052845343,-0.19350467423147039
2.525,0.0673269166637574,1059.2094560846313,262.2273639418679,266.97862075054815,4.751256808680198,0.018118844415236098,0.9212517883341744,0.07874821166582553,1.749362084124304e-09,1.7556519561689439e-09,2.4562324684434652e-09,1.0550714438944225e-09,1.0487815718497826e-09,0.03703954971349216,-0.8205080720819677,-0.19378303071603106
2.55,0.06924543089153565,1056.6203534809374,261.3643297406366,266.1854965195125,4.821166778875897,0.018446154391688237,0.9198018595764068,0.08019814042359318,1.7447920304189553e-09,1.7511744516110906e-09,2.4495624861804332e-09,1.052786417041748e-09,1.0464039958496127e-09,0.037764969395304944,-0.8197826524001549,-0.19406438281399363
2.575,0.07119712980999268,1054.013770327051,260.4954686893411,265.38640025642906,4.890931567087967,0.018775495756975107,0.9183420243269984,0.0816579756730016,1.7401911216006942e-09,1.7466658997435786e-09,2.4428458368545396e-09,1.0504859626326176e-09,1.0440111844897332e-09,0.03849706122208568,-0.8190505605733742,-0.19434873683350132
2.6,0.07318216469552039,1051.3899191524372,259.62085163113653,264.58138570978684,4.960534078650321,0.01910684002261165,0.9168723965153136,0.08312760348468642,1.7355597328076359e-09,1.7421266530740346e-09,2.4360830379119807e-09,1.0481702682360885e-09,1.0416033479696898e-09,0.03923581069678351,-0.8183118110986763,-0.19463609912445462
2.625,0.07520068258181112,1048.7490134399952,258.74054972698923,263.77050707455817,5.029957347568977,0.019440158695173022,0.9153930905039339,0.0846069094960661,1.730898240860811e-09,1.7375570659633407e-09,2.4292746096640057e-09,1.045839522262676e-09,1.0391806971601462e-09,0.03998120315920701,-0.8175664186362528,-0.19492647607787397
2.65,0.07725282625649213,1046.0912675959878,257.8546344456534,262.9538189868751,5.09918454122173,0.019775423281354503,0.9139042210719742,0.08609577892802579,1.7262070242110914e-09,1.7329574945787834e-09,2.422421075219751e-09,1.0434939139378162e-09,1.0367434435701242e-09,0.040733223785664685,-0.8168143980097952,-0.19521987412525493
2.675,0.07933873425862466,1043.4168969198392,256.9631775536039,262.1313765185684,5.168198964964489,0.02011260529297578,0.9124059033983795,0.0875940966016205,1.7214864628858776e-09,1.728328296846837e-09,2.4155229604184644e-09,1.0411336332752096e-09,1.0342917993142502e-09,0.041491857588614026,-0.8160557642068458,-0.19551629973791584
2.7,0.08145854087706586,1040.726117573806,256.0662511049262,261.3032351715692,5.236984066643041,0.02045167625192874,0.9108982530452062,0.0891017469547938,1.7167369384355643e-09,1.7236698324056027e-09,2.4085807937611526e-09,1.0387588710500526e-09,1.0318259770800142e-09,0.04225708941631951,-0.8152905323791403,-0.19581575942633736
2.725,0.08361237614969093,1038.0191465525272,255.1639274311666,260.4694508721755,5.3055234410089005,0.02079260769506742,0.9093813859408911,0.09061861405910886,1.7119588338797936e-09,1.7189824625569085e-09,2.4015951063416502e-09,1.036369818772167e-09,1.029346190095052e-09,0.04302890395251981,-0.81451871784294,-0.19611825973949468
2.75,0.08580036586347313,1035.2962016524602,254.25627913114425,259.63007996518246,5.373800834038159,0.0211353711790393,0.907855418363512,0.09214458163648793,1.707152533653508e-09,1.7142665502180786e-09,2.3945664317771326e-09,1.0339666686590246e-09,1.026852652094454e-09,0.04380728571610445,-0.8137403360793554,-0.196423807264182
2.775,0.08802263155541855,1032.5575014412082,253.3433790607269,258.7851792078791,5.441800147152162,0.02147993828505679,0.9063204669240431,0.09367953307595689,1.7023184235528054e-09,1.709522459873376e-09,2.387495306138079e-09,1.0315496136086732e-09,1.0243455772881027e-09,0.04459221906080017,-0.8129554027346597,-0.19673240862432873
2.8,0.09027929051435285,1029.803265226747,252.42530032257315,257.93480576391215,5.509505441339012,0.021826280623608016,0.9047766485496089,0.0952233514503911,1.6974568906806262e-09,1.704750557525146e-09,2.3803822678777085e-09,1.0291188471725837e-09,1.0218251803280638e-09,0.045383688174867425,-0.8121639336205925,-0.19704407048030875
2.825,0.0925704557835562,1027.0337130265561,251.50211625584285,257.0790171970177,5.576900941174895,0.02217436983910601,0.9032240804667409,0.09677591953325917,1.692568323392261e-09,1.6999512106446478e-09,2.373227857760895e-09,1.026674563528401e-09,1.019291676276014e-09,0.04618167708080703,-0.8113659447146528,-0.19735879952824129
2.85,0.0948962361642433,1024.2490655366616,250.573900425878,256.21787146462236,5.643971038744342,0.02252417761447537,0.901662880184639,0.098337119815361,1.6876531112407122e-09,1.695124788122606e-09,2.366032618792585e-09,1.0242169574526267e-09,1.016745280570733e-09,0.04698616963507752,-0.8105614521603823,-0.19767660249928412
2.875,0.09725673621988445,1021.4495441005967,249.64072661385643,255.35142691131503,5.710700297458596,0.022875675675675673,0.9000931654784435,0.0999068345215565,1.6827116449219047e-09,1.690271660219474e-09,2.358797096145725e-09,1.0217462242932227e-09,1.0141862089956535e-09,0.047797149527823234,-0.8097504722676366,-0.19799748615891927
2.9,0.09965205628136359,1018.6353706782877,248.7026688064201,254.47974226219137,5.777073455771283,0.02322883579616075,0.8985150543725186,0.10148494562748142,1.6777443162197636e-09,1.6853921985154337e-09,2.351521837088715e-09,1.019262559942152e-09,1.0116146776464819e-09,0.04861460028261359,-0.8089330215128463,-0.1983214573062306
2.925,0.10208229245296903,1015.8067678148711,247.7598011852812,253.6028766160719,5.843075430790711,0.023583629801273164,0.8969286651237531,0.10307133487624681,1.6727515179511768e-09,1.6804867758601389e-09,2.3442073909124185e-09,1.0167661608078592e-09,1.0090309028988971e-09,0.04943850525619374,-0.8081091165392661,-0.19864852277317394
2.95,0.10454753661921255,1012.9639586094482,246.81219811680697,252.7208894385951,5.908691321788144,0.02394002957257316,0.8953341162048816,0.10466588379511849,1.667733643910841e-09,1.6755557663222046e-09,2.3368543088567183e-09,1.0142572237876908e-09,1.0064351013763272e-09,0.05026884763824683,-0.807278774157213,-0.1989786894238389
2.975,0.10704787645247181,1010.1071666837879,245.85993414158682,251.83384055518826,5.973906413601481,0.02429800705210148,0.893731526287827,0.10626847371217299,1.6626910888160186e-09,1.670599545138472e-09,2.3294631440366644e-09,1.0117359462402797e-09,1.0038274899178262e-09,0.051105610451168224,-0.8064420113442916,-0.19931196415370353
3.0,0.10958339542145136,1007.2366161509769,244.90308396398316,250.941790143917,6.038706179933832,0.024657534246575342,0.8921210142270735,0.10787898577292651,1.6576242482512041e-09,1.6656184886630397e-09,2.322034451368207e-09,1.0092025259578724e-09,1.0012082855460368e-09,0.05194877654985193,-0.8055988452456079,-0.19964835388888072
3.025,0.11215417280045677,1004.352531584034,243.94172244166887,250.0447987282154,6.103076286546549,0.025018583231517157,0.8905026990430668,0.10949730095693318,1.6525335186127218e-09,1.6606129743160892e-09,2.314568787493547e-09,1.0066571611386314e-09,9.98577705435264e-10,0.052798328621489435,-0.8047492931739704,-0.19998786558535686
3.05,0.11476028367947678,1001.4551379844862,242.97592457515293,249.14292716949925,6.167002594346333,0.025381126155315306,0.8888766999056505,0.1111233000943494,1.6474192970532614e-09,1.6555833805325074e-09,2.3070667107061136e-09,1.004100050358901e-09,9.95935966879655e-10,0.05365424918538129,-0.8038933726100785,-0.20033050622822296
3.075,0.11740179897506761,998.5446607509213,242.00576549729794,248.2362366596641,6.230471162366089,0.025745135243216564,0.8872431361175395,0.1127568638824605,1.6422819814263683e-09,1.6505300867103233e-09,2.299528780875192e-09,1.0015313925454545e-09,9.932832872614996e-10,0.05451652059276165,-0.8030311012026982,-0.20067628283089772
3.1,0.12007878544203328,995.6213256475185,241.03132046283028,247.32478871346953,6.293468250639312,0.02611058280124983,0.8856021270978336,0.11439787290216641,1.637121970230898e-09,1.6454534731589667e-09,2.2919555593702137e-09,9.989513869477196e-10,9.90619884019651e-10,0.05538512502663609,-0.8021624967688238,-0.2010252024343428
3.125,0.12279130568589651,992.6853587725661,240.05266483784624,246.40864516081393,6.355980322967755,0.02647744122008049,0.8839537923655774,0.11604620763442264,1.6319396625554459e-09,1.640353921047363e-09,2.2843476089847323e-09,9.963602331099934e-10,9.879459746180763e-10,0.056260044501632835,-0.801287577293827,-0.2013772721062707
3.15,0.1255394181761532,989.7369865269782,239.06987408931687,245.4878681388992,6.417994049582323,0.026845682978795356,0.8822982515233665,0.11770174847663355,1.6267354580227738e-09,1.6352318123518816e-09,2.2767054938601062e-09,9.937581308436575e-10,9.852617765145496e-10,0.05714126086386784,-0.800406360931592,-0.20173249894034426
3.175,0.1283231772603043,986.7764355828059,238.08302377459282,244.56252008428987,6.4794963096970495,0.027215280648617637,0.880635624241006,0.11936437575899389,1.6215097567342331e-09,1.6300875298041404e-09,2.269029779408894e-09,9.91145280199387e-10,9.825675071294797e-10,0.058028755790823755,-0.7995188660046361,-0.20209089005536884
3.2,0.13114263317865843,983.8039328517643,237.09218953091226,243.63266372486848,6.5404741939562,0.027586206896551727,0.8789660302392243,0.12103396976077577,1.6162629592142065e-09,1.624921456838687e-09,2.261321032238e-09,9.88521881439374e-10,9.798633838148934e-10,0.05892251079124327,-0.7986251110042166,-0.20245245259447672
3.225,0.1339978320798979,980.8197054537707,236.09744706491438,242.6983620716889,6.600915006774539,0.02795843448895758,0.8772895892734428,0.1227104107265572,1.6109954663545778e-09,1.6197339775405661e-09,2.253579820071573e-09,9.858881350095594e-10,9.77149623823571e-10,0.05982250720503683,-0.7977251145904231,-0.2028171937243037
3.25,0.13688881603740105,977.8239806855099,235.09887214216081,241.75967841073168,6.66080626857086,0.02833193629505448,0.8756064211176109,0.12439357888238912,1.605707679359245e-09,1.6145254765927909e-09,2.245806711673689e-09,9.832442415118929e-10,9.74426444278347e-10,0.060728726203205186,-0.7968188955922546,-0.20318512063415783
3.275,0.13981562306631426,974.816985989029,234.09654057666717,240.8166762945622,6.7201357178949435,0.028706685290353886,0.8739166455481026,0.12608335445189744,1.6003999996886866e-09,1.6092963392237233e-09,2.238002276770833e-09,9.805904016766138e-10,9.71694062141577e-10,0.06164114878777687,-0.795906473007683,-0.20355624053518048
3.3,0.1427782871413647,971.7989489203696,233.09052822044734,239.8694195338955,6.778891313448182,0.029082654560021366,0.8722203823276833,0.12777961767231677,1.5950728290045937e-09,1.6040469511543822e-09,2.230167085974197e-09,9.779268163345673e-10,9.68952694184779e-10,0.06255975579176096,-0.7949878660036989,-0.2039305606595004
3.325,0.1457768382154074,968.7700971182461,232.0809109530728,238.91797218907092,6.837061235998142,0.02945981730216756,0.8705177511895474,0.1294822488104525,1.589726569114585e-09,1.5987776985456926e-09,2.2223017107018223e-09,9.75253686389563e-10,9.662025569584553e-10,0.06348452787911522,-0.7940630939163447,-0.20430808825937882
3.35,0.1488113022386978,965.7306582727774,231.06776467124993,237.96239856143728,6.894633890187384,0.029838146831067832,0.8688088718214318,0.13119112817856812,1.5843616219170127e-09,1.5934889679456864e-09,2.2144067231005962e-09,9.725712127907768e-10,9.63443866762103e-10,0.06441544554473005,-0.7931321762507297,-0.20468883060634827
3.375,0.15188170117888183,962.6808600942791,230.05116527841716,237.00276318465407,6.9515979062369375,0.030217616580310885,0.8670938638498058,0.13290613615019414,1.5789783893458791e-09,1.588181146236674e-09,2.2064826959681377e-09,9.698795965052101e-10,9.606768396144154e-10,0.06535248911442824,-0.7921951326810316,-0.20507279499034264
3.4,0.15498805304169577,959.6209302821212,229.03118867436459,236.03913081590952,7.007942141544879,0.03059820010587613,0.8653728468241441,0.13462715317585597,1.5735772733158665e-09,1.5828546205823894e-09,2.198530202674575e-09,9.671790384902035e-10,9.579016912236806e-10,0.066295638744981,-0.7912519830504788,-0.2054599887188208
3.425,0.1581303718923659,956.5510964936637,228.00791074487879,235.07156642705925,7.063655682180475,0.030979871089139965,0.863645940201283,0.13635405979871695,1.5681586756675042e-09,1.5775097783751374e-09,2.1905498170842517e-09,9.644697396660227e-10,9.551186369583895e-10,0.06724487442414025,-0.7903027473713196,-0.20585041911588148
3.45,0.1613086678777012,953.4715863132708,226.98140735141445,234.1001351956889,7.118727844274458,0.03136260333981094,0.8619132633298663,0.13808673667013374,1.562722998112476e-09,1.5721470071829391e-09,2.18254211347737e-09,9.617519008885085e-10,9.523278918180454e-10,0.06820017597068767,-0.7893474458247722,-0.20624409352137163
3.475,0.16452294724886848,950.3826272214186,225.95175432079702,233.12490249610306,7.17314817530602,0.031746370798793964,0.8601749354348792,0.1398250645651208,1.5572706421790927e-09,1.5667666946967107e-09,2.1745076664716044e-09,9.590257229218167e-10,9.495296704041986e-10,0.0691615230345004,-0.7883860987609594,-0.20664101928998682
3.5,0.1677732123848416,947.2844465638971,224.91902743495652,232.14593389024364,7.2269064552871285,0.03213114754098361,0.858431075602279,0.14156892439772092,1.5518020091579273e-09,1.5613692286774642e-09,2.1664470509436944e-09,9.56291406411234e-10,9.46724186891697e-10,0.0701288950966339,-0.787418726698826,-0.20704120379036398
3.525,0.171059461816516,944.1772715211174,223.8833024206966,231.1632951185415,7.279992697844915,0.03251690777798677,0.8566818027637214,0.14331819723627862,1.5463175000476424e-09,1.5559549969035695e-09,2.1583608419510473e-09,9.535491518560916e-10,9.439116550001645e-10,0.07110227146942202,-0.7864453503260378,-0.2074446544041674
3.55,0.17438169025147793,941.0613290775304,222.844654939501,230.17705209070377,7.332397151202796,0.03290362586077478,0.8549272356813866,0.1450727643186134,1.5408175155010076e-09,1.550524387118069e-09,2.1502496146533643e-09,9.50799159582774e-10,9.410922879657126e-10,0.07208163129659452,-0.7854659904988653,-0.20785137852516658
3.575,0.17773988859942014,937.9368459911647,221.8031605773791,229.18727087644027,7.384110299061164,0.03329127628226522,0.8531674929329098,0.14683250706709014,1.5353024557711337e-09,1.5450777869760794e-09,2.1421139442343218e-09,9.480416297178373e-10,9.382662985128916e-10,0.07306695355341226,-0.7844806682420475,-0.20826138355830753
3.6,0.1811340439981932,934.8040487632899,220.7588948347541,228.19401769613253,7.435122861378415,0.03367983367983369,0.851402692896417,0.14859730710358296,1.5297727206579214e-09,1.5396155839922731e-09,2.133954405823315e-09,9.452767621612311e-10,9.354338988268794e-10,0.07405821704682027,-0.7834894047486396,-0.208674676918776
3.625,0.1845641398404833,931.6631636082133,219.7119331163953,227.19735891144848,7.485425795053209,0.034069272837755724,0.8496329537356695,0.15036704626433045,1.5242287094547528e-09,1.5341381654884733e-09,2.1257715744173e-09,9.425047565596468e-10,9.325953005259262e-10,0.0750554004156188,-0.7824922213798411,-0.20909126603105413
3.65,0.18803015580110619,928.514416423219,218.6623507213972,226.1973610159061,7.53501029450888,0.03445956868957936,0.8478583933853212,0.15214160661467885,1.5186708208954276e-09,1.528645918541364e-09,2.117566024802744e-09,9.397258122799842e-10,9.297507146340476e-10,0.07605848213065278,-0.781489139664807,-0.20951115832796952
3.675,0.19153206786490706,925.3580327586513,217.61022283320793,225.1940906253888,7.583867792180875,0.03485069632042836,0.8460791295362895,0.1539208704637105,1.513099453101359e-09,1.523139229930331e-09,2.1093383314777125e-09,9.369401283829498e-10,9.269003515539777e-10,0.07706744049501953,-0.7804801813004403,-0.20993436124973716
3.7,0.19506984835525612,922.1942377881563,216.55562450970965,224.1876144686179,7.63198995890829,0.03524263096923671,0.8442952796212455,0.15570472037875455,1.5075150035290456e-09,1.5176184860854526e-09,2.101089068574112e-09,9.341479035967933e-10,9.240444210403863e-10,0.07808225364429525,-0.7794653681511646,-0.21036088224299468
3.725,0.19864346596312932,919.0232562790839,215.4986306733521,223.17799937758252,7.679368704230448,0.035635348030914685,0.8425069608002225,0.15749303919977753,1.501917868917828e-09,1.5120840730356473e-09,2.0928188097801103e-09,9.313493362911844e-10,9.211831321733652e-10,0.0791028995467802,-0.7784447222486797,-0.21079072875983004
3.75,0.20225288577676379,915.8453125630579,214.43931610134342,222.16531227793308,7.725996176589637,0.03602882305844676,0.8407142899463492,0.1592857100536508,1.4963084452379428e-09,1.5065363763569986e-09,2.0845281282627555e-09,9.285446244512419e-10,9.18316693332186e-10,0.08012935600376296,-0.7774182657916969,-0.2112239082568025
3.775,0.20589806931187707,912.6606305067249,213.3777554158991,221.14962017934013,7.7718647634410525,0.03642303176492201,0.838917383631708,0.161082616368292,1.4906871276388884e-09,1.5009757811212644e-09,2.076217596590814e-09,9.257339656517147e-10,9.154453121693386e-10,0.08116160064980377,-0.7763860211456561,-0.21166042819395678
3.8,0.20957897454243932,909.4694334826827,212.31402307455173,220.13099016582282,7.816967091271104,0.0368179500254972,0.8371163581133216,0.16288364188667834,1.4850543103981137e-09,1.4954026718445906e-09,2.0678877866578535e-09,9.229175570313272e-10,9.125691955848504e-10,0.08219961095303717,-0.7753480108424227,-0.2121002960338301
3.825,0.21329555593198762,906.271944340602,211.2481933605248,219.1094893860501,7.861296025525242,0.03721355387929322,0.8353113293192712,0.1646886706807288,1.4794103868700427e-09,1.48981743243644e-09,2.0595392696055882e-09,9.200955952672919e-10,9.096885497008945e-10,0.08324336421549423,-0.7743042575799656,-0.21254351924045267
3.85,0.21704776446547133,903.0683853785412,210.18034037317122,218.08518504361766,7.904844670446458,0.03760981953122522,0.8335024128349474,0.1664975871650526,1.4737557494354426e-09,1.4842204461487472e-09,2.0511726157475027e-09,9.172682765499918e-10,9.068035798366871e-10,0.0842928375734443,-0.7732547842220155,-0.2129901052783413
3.875,0.22083554768161692,899.8589783144675,209.11053801848004,217.0581443873058,7.9476063688257605,0.038006723353767057,0.8316897238894382,0.16831027611056185,1.4680907894511545e-09,1.4786120955253185e-09,2.042788394492789e-09,9.144357965578477e-10,9.039144904836839e-10,0.08534800799775662,-0.7721996137977032,-0.21344006161148654
3.9,0.22465884970580127,896.6439442579878,208.03885999965343,216.0284347013192,7.989574701665773,0.03840424188865043,0.8298733773420547,0.17012662265794534,1.4624158972001966e-09,1.472992762351489e-09,2.0343871742706095e-09,9.115983504323688e-10,9.010214852810764e-10,0.08640885229428182,-0.771138769501178,-0.213893395702333
3.925,0.2285176112834222,893.4235036822938,206.96537980775543,214.99612329551428,8.03074348775884,0.0388023518484994,0.8280534876689984,0.17194651233100158,1.456731461842244e-09,1.4673628276040455e-09,2.0259695224546983e-09,9.087561327533925e-10,8.98124766991591e-10,0.08747534710425355,-0.7700722746912063,-0.21435011501075335
3.95,0.23241176981375433,890.1978763963341,205.89017071243552,213.96127749561637,8.071106783180868,0.03920103011840081,0.8262301689501714,0.17376983104982854,1.4510378713645078e-09,1.461722671401434e-09,2.017536005288344e-09,9.059093375145244e-10,8.95224537477598e-10,0.08854746890471028,-0.7690001528907495,-0.21481022699301594
3.975,0.2363412593842787,886.9672815172133,204.81330575272864,212.9239646334309,8.11065888070227,0.039600253757411046,0.8244035348561325,0.17559646514386754,1.4453355125330185e-09,1.4560726729542652e-09,2.0090871878097505e-09,9.030581580987796e-10,8.923209976775329e-10,0.08962519400893754,-0.7679224277865223,-0.2152737391007457
4.0,0.2403060108054747,883.73193744283,203.73485772793416,211.88425203705148,8.149394309117366,0.04,0.8225736986352007,0.1774263013647993,1.4396247708443272e-09,1.4504132105161251e-09,2.000623633777816e-09,9.002027872544342e-10,8.894143475826363e-10,0.09070849856693047,-0.7668391232285294,-0.21574065877987936
4.025,0.2443059516460625,880.4920618247537,202.6548991885754,210.84220702106902,8.18730783249361,0.040400246257432534,0.8207407731007098,0.17925922689929016,1.4339060304776329e-09,1.444744661334711e-09,1.9921459055983347e-09,8.973434170710869e-10,8.865047862140088e-10,0.09179735856587717,-0.7657502632295827,-0.21621099346961398
4.05,0.24834100626868363,877.2478715413553,201.57350242744252,209.79789687678456,8.224394449342062,0.04080097011908834,0.8189048706184145,0.1810951293815854,1.428179674247351e-09,1.4390674016033005e-09,1.983654564250655e-09,8.944802389559461e-10,8.835925115999967e-10,0.09289174983066262,-0.7646558719647972,-0.21668475060134967
4.075,0.2524110958660086,873.9995826711877,200.4907394707201,208.75138886243062,8.260649391710508,0.041202149353720664,0.8170661030940511,0.1829338969059488,1.4224460835561317e-09,1.4333818064125699e-09,1.9751501692148036e-09,8.916134436103363e-10,8.806777207538981e-10,0.0939916480243935,-0.7635559737710663,-0.2171619375976261
4.1,0.2565161384972588,870.7474104666328,199.40668206920174,207.7027501934024,8.296068124200671,0.04160376191065463,0.8152245819610546,0.18477541803894537,1.4167056383483389e-09,1.427688249702772e-09,1.966633278399104e-09,8.8874322100644e-10,8.777606096520069e-10,0.09509702864894393,-0.762450593146516,-0.21764256187105321
4.125,0.26065604912513096,867.4915693278101,198.32140168959418,206.65204803250518,8.330646342911017,0.04200578592092575,0.8133804181684344,0.1866195818315656,1.4109587170640014e-09,1.4219871042162867e-09,1.9581044480683028e-09,8.858697603642711e-10,8.748413732119856e-10,0.09620786704552223,-0.7613397547499376,-0.21812663082323644
4.15,0.26483073965311216,864.232272776763,197.2349695059118,205.59934948021836,8.364379974306544,0.04240819969835945,0.8115337221688105,0.18846627783118952,1.4052056965932434e-09,1.416278741450558e-09,1.949564232772224e-09,8.829932501288922e-10,8.719202052715777e-10,0.09732413839525884,-0.760223483400201,-0.21861415184369534
4.175,0.2690401189631728,860.969733431921,196.14745639096452,204.54472156498167,8.397265174017162,0.04281098174059207,0.8096846039066117,0.19031539609338832,1.399446952231213e-09,1.4105635316114278e-09,1.9410131852749785e-09,8.80113877947877e-10,8.689972985676623e-10,0.09844581771981545,-0.7591018040756444,-0.21910513230877748
4.2,0.2732840929538259,857.704162982848,195.05893290794012,203.48823123350616,8.429298325566053,0.04321411073003429,0.8078331728064382,0.1921668271935618,1.3936828576335053e-09,1.4048418435668791e-09,1.932451856484735e-09,8.772318306490232e-10,8.660728447156496e-10,0.09957287988201537,-0.7579747419134445,-0.21959957958056645
4.225,0.2775625645785394,854.4357721652791,193.96946930208384,202.4299453411135,8.460476039029661,0.04361756553477754,0.8059795377615901,0.19402046223840985,1.3879137847721025e-09,1.3991140448012e-09,1.9238807953840783e-09,8.743472942183218e-10,8.631470341892242e-10,0.1007052995864954,-0.7568423222089644,-0.22009750100578426
