profile,A,x_match,q,compactness_2M_over_R,compactness_class,f_match,min_f_inside,zero_crossings_inside,finite_curvature,regular_center_proxy,Ricci_min,Ricci_max,Ricci_abs_max,K_min,K_max,K_abs_max,rho_center,rho_boundary
tapered,12.0,3.0,4,1.3290316996424907,horizon_interior_static_caution,-0.32903169964249046,-1.4672086360628538,1,True,True,-1.3056409674717138,47.99213656181411,47.99213656181411,0.2726494777969578,383.874246363133,383.874246363133,0.9999999955555556,2.6894503843147464e-17
tapered,12.0,4.0,2,1.7371053733410802,horizon_interior_static_caution,-0.7371053733410804,-2.2826961672430377,1,True,True,-0.45225828816036007,48.0016812451607,48.0016812451607,0.1450746863439943,384.02692979114335,384.02692979114335,0.9999999987499999,0.0
tapered,12.0,4.0,4,1.3659434266055732,horizon_interior_static_caution,-0.3659434266055732,-1.9145182773071454,1,True,True,-0.7897905897546296,47.99794623765342,47.99794623765342,0.09024015363542973,383.9671768920019,383.9671768920019,0.9999999974999998,0.0
tapered,12.0,5.0,2,1.595087346625327,horizon_interior_static_caution,-0.5950873466253268,-2.4481395530351717,1,True,True,-0.2643251984068882,48.0030259264271,48.0030259264271,0.04988728106793527,384.0484436995449,384.0484436995449,0.9999999991999999,0.0
tapered,12.0,5.0,4,1.3170671254568973,horizon_interior_static_caution,-0.3170671254568973,-2.1771223422331127,1,True,True,-0.5052398561068538,48.000635446930495,48.000635446930495,0.03412269072193255,384.0101983793031,384.0101983793031,0.9999999983999999,0.0
tapered,16.0,3.0,2,2.438341919229828,horizon_interior_static_caution,-1.4383419192298281,-2.9584186041635028,1,True,True,-1.1652731351762387,63.99836816971483,63.99836816971483,0.905663534683141,682.63191636312,682.63191636312,0.9999999977777778,5.728195188922817e-10
tapered,16.0,3.0,4,1.7720422661899873,horizon_interior_static_caution,-0.7720422661899873,-2.289611514750472,1,True,True,-1.74085462360045,63.989515415875545,63.989515415875545,0.48471018260797905,682.4431046482006,682.4431046482006,0.9999999955555556,2.6894503843147464e-17
tapered,16.0,4.0,2,2.316140497788107,horizon_interior_static_caution,-1.316140497788107,-3.376928222990717,1,True,True,-0.6030110506783068,64.00224166038366,64.00224166038366,0.2579105534709333,682.7145418545344,682.7145418545344,0.9999999987499999,0.0
tapered,16.0,4.0,4,1.8212579021407642,horizon_interior_static_caution,-0.8212579021407642,-2.8860243697428607,1,True,True,-1.0530541198736145,63.9972616503338,63.9972616503338,0.1604269397729215,682.6083144774257,682.6083144774257,0.9999999974999998,0.0
tapered,16.0,5.0,2,2.126783128833769,horizon_interior_static_caution,-1.126783128833769,-3.5975194040468956,1,True,True,-0.35243359767320115,64.00403456848076,64.00403456848076,0.08868849960704153,682.7527887972986,682.7527887972986,0.9999999991999999,0.0
tapered,16.0,5.0,4,1.7560895006091963,horizon_interior_static_caution,-0.7560895006091963,-3.2361631229774837,1,True,True,-0.6736531412749849,64.00084726255636,64.00084726255636,0.06066256129778963,682.6847971183851,682.6847971183851,0.9999999983999999,0.0
tapered,20.0,3.0,2,3.047927399037285,horizon_interior_static_caution,-2.047927399037285,-3.9480232552043786,1,True,True,-1.45659141923655,79.99796021231039,79.99796021231039,1.4150992726857177,1066.6123693218226,1066.6123693218226,0.9999999977777778,5.728195188922817e-10
tapered,20.0,3.0,4,2.2150528327374843,horizon_interior_static_caution,-1.2150528327374843,-3.1120143934380895,1,True,True,-2.176068279197708,79.98689426989228,79.98689426989228,0.7573596605724929,1066.317351014088,1066.317351014088,0.9999999955555556,2.6894503843147464e-17
tapered,20.0,4.0,2,2.8951756222351337,horizon_interior_static_caution,-1.8951756222351337,-4.471160278738396,1,True,True,-0.7537638141058052,80.00280207547739,80.00280207547739,0.4029852396878802,1066.741471647652,1066.741471647652,0.9999999987499999,0.0
tapered,20.0,4.0,4,2.276572377675955,horizon_interior_static_caution,-1.2765723776759552,-3.857530462178576,1,True,True,-1.3163176493869222,79.9965770627868,79.9965770627868,0.2506670933404742,1066.5754913675003,1066.5754913675003,0.9999999974999998,0.0
tapered,20.0,5.0,2,2.6584789110422116,horizon_interior_static_caution,-1.6584789110422111,-4.7468992550586195,1,True,True,-0.4405419976990079,80.00504321076995,80.00504321076995,0.13857578060354442,1066.8012325002856,1066.8012325002856,0.9999999991999999,0.0
tapered,20.0,5.0,4,2.195111875761495,horizon_interior_static_caution,-1.1951118757614956,-4.295203903721855,1,True,True,-0.8420664270490716,80.00105907815988,80.00105907815988,0.09478525196717329,1066.6949954965285,1066.6949954965285,0.9999999983999999,0.0
